srcid,Mode,Q1,Q2,Q3,Q4,Q5a,Q5b,Q5c,Q5d,Q5e,Q5f,Q6a,Q6b,Q6c,Q6d,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q10a,Q10b,Q10c,Q10d,Q12,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q14,Q15,Q16,Q17a,Q17b,Q17c,Q17d,Q17e,Q17f,Q18,Q19a,Q19b,Q19c,Q19d,Q19e,Q19f,Q19g,StateMap,p_gender_sdc,p_age_group_sdc,p_education_sdc,total_time_taken,avg_trust_Q8,Vdisagree_count,disagree_count,neutral_count,agree_count,Vagree_count,opinionated
2362,1,5,16,26,-98,4,4,2,2,1,2,5,2,2,-98,1,1,1,3,1,5,5,1,1,5,5,1,5,5,5,1,1, , , , , , , , , ,2,1,2,1,1,1,1,-99,3,3,3,1,-98,3,-98,2, ,4,2,19.36666666666668,3.5,5,3,0,3,8,T
112,2,4,20,11,4,2,2,2,2,2,2,1,1,2,2,1,1,2,4,1,1,3,1,1,3,1,1,3,4,4,4,2,3,1,1,2,1,2,1,1,2, , , , , , , , , , , , , , , ,2,1,2,1,27.499999999999993,1.75,3,6,0,8,3,F
1289,2,2,1,4,101,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,7,5,7,2,6,2,2,7,1,1,1,1, , , , , , , , , ,3,3,3,3,2,3,3,4,3,4,1,4,4,4,4,3,2,3,2,11.51666666666666,4.75,0,4,0,3,13,T
1002,2,2,17,1,1,2,2,1,2,2,1,4,4,3,4,1,1,1,2,2,7,7,8,7,5,7,7,8,2,2,2,2, , , , , , , , , ,2,2,2,3,1,3,3,2,3,3,1,3,3,2,3,1,2,3,2,10.449999999999994,7.0,0,0,1,14,5,F
430,2,2,6,19,-98,4,4,1,1,1,2,5,3,4,1,1,1,2,1,1,4,5,1,1,4,1,2,8,5,5,5,1, , , , , , , , , ,1,3,2,4,1,3,2,1,2,1,1,4,3,2,3,5,1,3,1,26.75,3.25,6,0,1,4,9,T
1707,1,5,1,13,1,2,2,1,1,1,1,4,3,4,3,2,2,1,2,2,9,1,9,7,9,5,6,5,4,4,4,4,4,1,2,1,1,1,1,2,3, , , , , , , , , , , , , , , ,4,1,2,1,14.683333333333339,6.375,1,4,2,8,5,F
333,2,4,13,1,1,2,1,1,1,1,1,3,3,3,3,1,1,2,2,2,7,6,8,1,5,7,8,9,2,4,4,4, , , , , , , , , ,2,2,2,2,2,2,2,3,3,3,2,3,3,3,3,4,1,4,3,21.28333333333335,6.375,0,4,4,5,7,F
18,1,2,1,96,97,2,1,2,1,1,1,2,2,3,3,4,3,3,3,3,6,6,4,4,5,6,7,5,4,5,4,5, , , , , , , , , ,2,2,2,2,2,3,1,3,3,3,2,3,3,3,3,1,2,4,2,16.68333333333334,5.375,3,8,2,3,4,F
406,2,4,11,20,3,2,2,2,2,2,3,2,2,2,2,1,1,1,2,1,3,4,1,1,6,1,1,7,2,2,2,2, , , , , , , , , ,3,3,3,3,3,3,3,2,2,2,2,3,2,2,3,2,2,4,2,5.533333333333332,3.0,0,6,0,10,4,F
1677,2,1,12,96,1,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1, , , , , , , , , ,3,4,3,3,2,2,2,2,2,2,2,4,3,1,3,1,2,4,2,10.783333333333339,1.0,0,0,0,3,17,T
1225,2,2,17,20,-98,1,2,1,2,2,1,1,3,4,3,2,3,3,2,2,8,8,9,1,10,6,1,10,1,5,5,1, , , , , , , , , ,1,1,3,4,1,2,1,4,4,4,4,4,4,4,4,1,2,3,2,16.299999999999997,6.625,3,2,2,8,5,F
625,2,5,11,6,3,3,3,1,2,2,1,1,3,1,1,2,1,2,2,2,1,6,3,1,8,3,2,5,2,5,4,4,1,1,2,2,1,1,1,1,1, , , , , , , , , , , , , , , ,2,2,3,1,14.81666666666666,3.625,5,4,1,7,3,F
880,2,3,11,16,3,3,3,2,2,2,2,2,1,3,2,2,1,2,2,1,5,5,5,3,5,4,2,5,1,2,2,2, , , , , , , , , ,1,2,2,3,1,1,2,1,1,1,1,3,3,2,3,2,2,4,1,23.20000000000001,4.25,1,4,2,10,3,F
1464,2,1,16,30,1,2,3,2,1,1,1,4,2,3,3,2,2,3,4,2,9,7,9,8,8,5,4,9,5,5,2,4, , , , , , , , , ,2,2,2,3,1,1,1,3,2,3,2,3,4,4,3,4,2,2,1,6.233333333333332,7.375,3,4,2,7,4,F
1772,2,2,16,11,1,1,1,1,1,1,1,2,2,4,4,2,2,3,4,2,7,5,5,4,7,4,4,9,2,4,2,4, , , , , , , , , ,2,2,3,3,2,3,2,3,3,3,2,3,3,3,3,3,1,2,1,11.883333333333338,5.625,1,5,0,8,6,F
2313,2,4,13,11,3,2,2,2,2,2,3,3,2,1,2,2,1,2,2,1,5,7,1,1,7,1,1,5,2,2,4,1, , , , , , , , , ,3,3,3,4,3,3,3,3,2,3,-98,3,3,3,3,2,1,2,2,9.8,3.5,1,5,1,10,3,F
2221,1,2,13,6,1,1,2,2,2,1,1,5,5,4,4,1,2,3,3,2,5,4,5,3,3,4,2,7,4,4,5,4,4,1,1,2,1,1,1,2,3, , , , , , , , , , , , , , , ,2,1,4,3,13.850000000000007,4.125,1,5,0,8,6,F
853,2,2,11,-98,3,2,2,2,2,2,1,3,3,3,3,2,2,2,3,2,6,6,5,4,5,5,3,6,4,4,4,4, , , , , , , , , ,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,8,2,3,1,11.633333333333345,5.0,0,5,4,10,1,F
689,2,5,5,28,4,4,4,2,1,1,2,4,2,2,3,2,2,2,2,1,5,5,1,1,4,5,3,7,4,5,4,2,1,1,1,2,2,2,2,4,2, , , , , , , , , , , , , , , ,1,1,4,1,30.033333333333335,3.875,4,4,1,8,3,F
1086,2,2,11,1,3,1,1,1,2,3,2,4,2,4,3,3,3,3,4,3,8,8,8,1,8,6,4,9,4,5,5,4, , , , , , , , , ,3,3,3,4,3,3,3,3,3,3,2,3,2,2,3,1,2,4,1,13.25000000000001,6.5,3,8,1,5,3,F
1682,1,2,1,16,101,2,3,2,1,1,4,4,4,2,2,3,1,2,2,1,7,7,8,1,5,9,6,8,4,5,4,4,2,1,1,1,1,1,1,2,3, , , , , , , , , , , , , , , ,3,2,4,3,13.549999999999988,6.375,2,7,0,7,4,F
836,2,4,16,20,101,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,5,2,2,2,1, , , , , , , , , ,1,1,2,1,1,1,1,2,1,2,2,3,3,3,2,1,1,3,3,22.433333333333326,1.75,3,3,0,8,6,F
37,2,2,1,1,3,3,2,2,2,2,2,4,4,3,3,1,2,2,1,1,6,7,6,5,6,5,5,8,2,2,2,1,1,1,1,1,1,1,1,3,3, , , , , , , , , , , , , , , ,2,2,2,2,18.56666666666666,6.0,0,1,2,13,4,F
482,2,2,4,37,4,2,2,1,1,2,1,4,4,4,3,3,3,3,3,2,8,7,3,3,7,3,1,7,2,4,4,4, , , , , , , , , ,3,3,3,3,3,3,3,3,4,3,1,3,3,3,3,1,1,2,1,12.233333333333329,4.875,0,7,1,9,3,F
469,2,2,19,13,101,4,4,2,4,3,1,1,4,4,4,4,3,4,1,2,6,7,8,2,3,6,5,3,1,1,2,4,3,2,1,2,1,2,2,1,2, , , , , , , , , , , , , , , ,1,1,2,2,6.7166666666666694,5.0,6,3,0,7,4,T
1813,2,1,37,1,3,2,2,2,2,3,3,4,2,3,3,2,2,3,4,3,6,6,8,2,8,4,3,8,1,4,2,4, , , , , , , , , ,2,2,2,3,2,4,2,2,2,2,2,3,3,2,3,3,2,2,1,7.599999999999996,5.625,1,7,2,8,2,F
974,2,2,-98, ,3,1,1,2,1,2,2,2,3,2,2,3,2,2,3,2,6,6,7,5,7,1,4,8,4,5,5,2,2,2,1,2,1,2,2,2,3, , , , , , , , , , , , , , , ,1,2,1,3,12.466666666666663,5.5,2,6,1,8,3,F
350,2,4,35,4,3,1,1,1,1,1,1,5,5,2,2,1,2,2,4,2,4,3,5,2,10,5,1,9,2,2,1,4, , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,2,4,2,2,4,4,1,3,3,10.299999999999997,4.875,1,4,0,5,10,T
1730,1,1,32,1,1,2,2,2,2,2,3,4,4,3,4,2,2,2,2,1,8,6,6,1,6,4,1,6,5,5,5,5,2,1,1,1,1,2,2,1,2, , , , , , , , , , , , , , , ,1,2,4,1,15.38333333333333,4.75,4,1,1,12,2,F
2013,2,2,16,11,3,2,2,1,1,1,1,2,2,2,1,2,2,2,3,1,1,1,1,1,3,1,1,3,1,2,2,1,3,1,1,1,1,1,2,3,2, , , , , , , , , , , , , , , ,3,1,3,1,9.100000000000005,1.5,1,4,0,8,7,F
1808,2,2,1,1,-99,-99,-99,-98,-98,2,-99,4,4,3,-99,-99,-98,-99,-99,-98,7,7,5,5,6,5,5,7,3,3,3,-99,-98,-99,-99,-98,-99,-98,-99,-99,-98, , , , , , , , , , , , , , , ,8,2,1,1,30.83333333333333,5.875,0,0,8,4,0,F
1933,1,1,20,30,1,2,2,1,1,1,4,4,4,4,4,2,2,2,2,2,6,6,5,7,6,6,6,6,2,4,2,2,3,1,2,1,1,1,1,2,3, , , , , , , , , , , , , , , ,5,2,4,1,12.949999999999983,6.0,1,1,0,14,4,F
514,2,4,29,36,-99,3,3,1,2,2,1,2,2,2,1,2,2,1,2,2,3,2,1,1,2,1,1,3,4,5,5,2,1,-98,-98,-98,-98,-98,-98,3,1, , , , , , , , , , , , , , , ,2,1,3,2,12.600000000000005,1.75,3,7,0,7,3,F
1211,2,4,12,1,-98,2,2,1,1,1,1,2,2,3,3,1,2,1,1,1,2,5,8,1,3,1,2,8,1,1,4,1, , , , , , , , , ,2,2,2,3,3,3,3,2,2,2,1,3,3,3,3,1,2,4,1,17.333333333333336,3.75,0,4,2,3,11,T
920,2,4,5,6,3,2,2,2,1,1,2,5,3,2,5,3,2,2,3,1,3,4,9,4,3,2,7,5,2,4,2,1,3,1,1,2,1,2,1,2,3, , , , , , , , , , , , , , , ,1,2,3,1,33.85000000000004,4.625,0,5,1,8,6,F
1300,2,2,1,1,1,2,2,2,2,2,2,4,4,4,3,2,2,2,2,2,9,9,8,2,8,8,6,9,2,4,2,4,2,2,2,1,1,1,2,2,1, , , , , , , , , , , , , , , ,4,1,2,1,23.633333333333336,7.375,0,2,1,17,0,F
1779,2,2,-98, ,-98,2,2,1,1,1,1,2,2,2,2,2,1,2,3,2,4,5,3,3,7,2,6,8,4,4,4,4, , , , , , , , , ,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,2,4,1,7.633333333333337,4.75,0,9,0,6,5,F
747,2,4,13,34,101,2,2,2,2,2,2,4,4,3,5,1,1,1,1,1,4,4,4,4,4,1,4,4,2,4,2,2,2,1,2,1,1,1,1,3,3, , , , , , , , , , , , , , , ,1,1, ,2,12.733333333333329,3.625,0,2,1,11,6,F
697,2,2,19,19,4,1,1,1,1,1,1,4,4,4,5,4,4,3,3,4,7,6,7,6,7,6,6,7,5,5,5,5, , , , , , , , , ,2,2,2,1,1,3,1,2,3,3,3,3,3,4,3,1,2,3,1,16.43333333333334,6.5,7,2,0,4,7,T
2061,2,2,96,-98,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,7,7,4,4,6,5,5,7,4,4,4,2,2,1,2,1,1,1,1,2,3, , , , , , , , , , , , , , , ,1,2,4,3,7.53333333333334,5.625,0,8,0,12,0,F
2237,2,2,1,1,1,1,1,2,2,2,1,3,5,3,4,3,3,4,3,4,6,5,5,3,5,3,4,10,4,4,-98,2, , , , , , , , , ,3,3,3,3,3,4,3,3,3,4,2,3,2,4,3,2,2,2,3,12.85000000000002,5.125,2,5,2,6,4,F
339,2,5,11,29,1,4,4,2,1,1,1,2,2,2,4,2,2,2,2,2,6,6,7,4,7,5,5,8,2,4,2,2,2,1,2,1,1,1,1,3,3, , , , , , , , , , , , , , , ,2,1,4,1,10.233333333333325,6.0,3,4,0,10,3,F
1163,2,4,20,11,4,2,2,2,1,1,2,2,2,2,2,3,3,2,3,2,7,7,1,2,8,1,1,8,2,2,4,1,2,2,1,2,1,2,1,3,2, , , , , , , , , , , , , , , ,2,2,2,1,10.549999999999995,4.375,0,9,0,8,3,F
842,2,4,11,20,4,1,1,2,2,2,2,2,2,3,3,2,1,3,3,1,8,8,7,2,9,6,7,9,2,2,5,1,3,2,2,2,1,1,1,2,2, , , , , , , , , , , , , , , ,2,1,2,1,7.28333333333333,7.0,1,5,2,7,5,F
1913,2,4,11,11,101,1,1,1,1,1,1,4,4,4,4,3,3,3,4,3,9,9,8,8,9,9,8,10,2,4,4,4,3,2,1,2,1,2,1,3,2, , , , , , , , , , , , , , , ,2,1,3,1,17.733333333333334,8.75,1,8,0,5,6,F
534,2,4,16,36,101,1,1,1,1,2,1,3,4,3,3,4,4,2,4,2,7,8,3,1,8,1,2,8,5,5,5,2, , , , , , , , , ,1,3,3,3,1,1,1,1,1,1,2,3,4,4,4,5,1,3,3,18.70000000000001,4.75,6,1,3,5,5,T
261,2,2,-98, ,1,2,2,1,1,2,2,3,3,3,3,2,2,2,2,2,7,6,7,3,7,6,5,6,2,4,4,4, , , , , , , , , ,2,2,3,3,2,3,-98,-98,-98,-98,2,3,-98,-98,-98,3,1,4,1,10.033333333333333,5.875,0,3,4,11,2,F
1162,2,4,20,33,4,2,3,3,2,2,2,2,2,2,2,1,2,1,2,1,3,3,1,3,5,2,1,6,2,2,4,2,3,1,2,1,1,1,1,2,2, , , , , , , , , , , , , , , ,3,1,2,3,16.983333333333334,3.0,0,8,0,9,3,F
456,2,1,5,100,3,2,2,2,1,1,1,5,5,5,5,1,1,1,1,1,2,2,5,5,4,5,3,5,2,2,2,2, , , , , , , , , ,2,2,2,2,2,3,1,2,2,1,1,2,2,2,2,2,2,3,3,9.099999999999994,3.875,0,0,0,7,13,T
1293,2,2,4,100,-99,4,4,2,2,2,2,4,2,3,3,2,2,2,2,1,6,5,8,1,8,1,1,7,4,5,4,2, , , , , , , , , ,3,3,3,3,2,3,-98,-98,3,2,-98,3,-98,-98,-98,1,1,2,2,28.616666666666678,4.625,3,3,2,11,1,F
61,2,4,19,5,101,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,4,4,4,1,4,2,2,4,4,4,5,2,4,2,1,2,2,2,2,1,3, , , , , , , , , , , , , , , ,3,2,3,1,15.35,3.125,1,12,1,6,0,F
243,2,2,96,11,3,2,2,1,2,2,1,2,2,4,2,2,2,2,2,2,6,6,4,4,6,3,3,6,4,4,4,4, , , , , , , , , ,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,4,1,4,1,8.499999999999998,4.75,0,7,0,11,2,F
560,2,2,-98, ,1,2,2,2,1,2,1,3,3,4,2,2,3,2,3,2,7,7,8,3,7,4,2,7,4,4,4,4, , , , , , , , , ,3,3,2,3,3,4,2,3,2,3,2,3,3,4,3,3,2,1,1,6.266666666666666,5.625,0,7,2,9,2,F
1390,1,2,11,1,97,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,3,4,4,1,4,3, ,5,5,5,5,5, , , , , , , , , ,-98,-98,-98,-98,-98,-98,-98,-98,3,2,1,3,-98,2,-98,3,1,3,3,19.866666666666664,3.0,4,4,0,8,4,F
1911,2,4,16,1,3,3,3,1,1,1,1,2,2,3,2,3,2,4,3,3,8,7,3,1,8,2,1,9,2,4,4,4,2,2,1,2,2,2,1,2,3, , , , , , , , , , , , , , , ,1,2,4,3,31.366666666666653,4.875,1,12,1,2,4,F
1594,2,2,16,30,1,1,2,2,2,2,1,3,3,4,2,2,1,3,2,3,8,7,8,1,6,6,3,9,2,1,1,1, , , , , , , , , ,1,2,2,2,1,3,2,2,2,2,2,3,3,3,3,5,1,4,1,36.98333333333338,6.0,0,3,2,9,6,F
1822,2,2,100,-98,101,2,2,3,2,2,3,3,4,3,3,2,-98,1,3,3,5,5,6,5,5,5,5,6,4,5,5,4, , , , , , , , , ,1,1,1,1,4,4,1,-98,4,1,1,4,3,1,3,3,2,2,3,5.899999999999997,5.25,2,6,4,7,1,F
449,2,2,1,13,-99,2,2,2,3,2,2,4,3,3,4,2,3,4,4,2,8,7,8,1,8,1,2,8,1,2,1,2,3,1,1,2,1,2,2,3,3, , , , , , , , , , , , , , , ,2,2,2,1,32.0166666666667,5.375,2,2,2,12,2,F
896,2,2,11,11,101,2,2,1,2,2,1,3,3,3,3,3,2,3,3,3,6,6,5,2,5,2,2,7,2,2,4,2,2,1,1,1,1,2,1,4,2, , , , , , , , , , , , , , , ,3,2,3,3,13.233333333333345,4.375,0,5,4,9,2,F
543,2,2,36,32,101,2,2,1,1,2,1,3,3,3,4,3,3,3,2,2,8,7,6,4,7,4,5,7,2,2,2,4,2,2,1,2,1,2,2,3,2, , , , , , , , , , , , , , , ,1,2,3,2,10.633333333333328,6.0,0,4,3,10,3,F
156,2,2,13,96,97,3,3,3,1,3,3,4,4,3,4,2,2,2,3,1,1,1,1,1,1,1,1,1,2,2,4,2,2,1,1,1,1,1,2,2,2, , , , , , , , , , , , , , , ,2,1,2,2,18.766666666666666,1.0,0,7,1,10,2,F
1387,2,5,11,5,3,3,3,1,2,2,2,4,1,2,2,1,1,2,2,1,6,2,1,1,6,7,6,9,4,4,4,2,2,2,1,1,2,2,2,2,3, , , , , , , , , , , , , , , ,4,1,4,1,10.633333333333335,4.75,2,7,0,7,4,F
2612,2,2,13,16,3,1,1,1,1,1,1,4,2,3,2,2,1,2,3,1,8,1,8,2,5,8,6,8,1,1,1,1,2,1,1,1,1,1,1,2,3, , , , , , , , , , , , , , , ,4,1,3,2,10.133333333333345,5.75,0,3,1,4,12,T
1318,2,4,1,96,1,2,4,2,2,2,1,5,5,3,5,1,1,2,1,1,8,8,1,1,5,5,5,8,4,4,4,1,1,-98,-98,-98,-98,-98,2,4,3, , , , , , , , , , , , , , , ,5,1,4,3,18.316666666666666,5.125,1,4,1,5,9,T
1820,2,2,16,20,4,2,2,2,2,2,2,3,3,4,5,2,2,2,3,1,7,7,6,6,8,6,6,9,4,4,4,2,2,1,2,2,1,1,2,3,3, , , , , , , , , , , , , , , ,2,1,4,2,31.049999999999997,6.875,0,4,2,12,2,F
26,1,1,13,2,101,1,-98,1,1,1,1,5,1,5,3,1,1,1,1,1,1,1,1,1,2,1,1,1,5,5,5,4, , , , , , , , , ,1,1,1,2,1,4,1,1,1,1,1,3,1,3,2,1,1,4,3,16.3,1.125,4,1,2,0,13,T
801,2,2,11,16,1,1,1,2,2,2,1,2,1,2,2,1,1,1,2,2,5,5,7,5,5,5,5,8,4,4,4,2, , , , , , , , , ,1,1,1,1,1,4,1,2,2,2,2,3,3,3,3,4,1,4, ,18.85,5.625,1,6,0,7,6,F
478,2,2,96,27,101,2,2,2,1,2,2,4,4,3,4,2,3,3,3,2,8,7,5,3,7,5,4,10,4,5,2,5, , , , , , , , , ,3,3,3,4,3,4,3,2,1,2,1,3,3,4,4,4,1, ,1,14.216666666666669,6.125,2,4,1,12,1,F
846,2,4,11,96,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,3,1,1,4,1,2,4,4,4,4,2,2,1,1,2,1,2,2,2,3, , , , , , , , , , , , , , , ,2,1,1,1,6.783333333333333,2.25,1,8,0,10,1,F
623,2,4,13,16,3,2,2,1,1,2,1,3,3,3,3,1,2,2,2,1,3,3,4,2,7,3,3,7,4,2,5,2, , , , , , , , , ,2,2,2,3,2,2,2,2,2,3,2,3,3,3,3,3,2,4,3,12.149999999999995,4.0,1,2,4,8,5,F
1934,2,2,30,4,101,1,2,1,1,1,1,3,4,3,3,1,1,2,1,1,5,5,5,3,5,5,3,7,2,2,2,2, , , , , , , , , ,1,2,3,3,2,3,2,2,3,3,2,3,3,-98,3,1,2,3,1,11.050000000000006,4.75,0,0,3,8,9,T
1354,2,2,1,36,4,4,4,4,4,4,4,5,5,5,5,1,1,1,1,1,5,5,5,1,1,1,1,5,4,4,2,2,1,1,1,2,1,1,2,3,1, , , , , , , , , , , , , , , ,2,1,2,1,5.283333333333332,3.0,6,2,0,3,9,T
169,2,2,11,-98,-98,1,2,2,1,1,1,4,4,3,2,2,2,2,2,2,5,5,10,6,8,7,10,10,4,4,2,2, , , , , , , , , ,3,4,2,3,3,4,3,3,-98,3,2,3,4,3,3,2,2,1,2,16.366666666666664,7.625,0,3,1,12,4,F
797,2,1,20,16,4,1,1,1,1,1,1,2,2,2,2,1,1,3,3,2,5,4,4,1,6,1,3,5,4,4,4,2, , , , , , , , , ,4,4,3,4,4,4,3,3,3,3,1,3,2,3,3,1,2,2,2,9.283333333333335,3.625,0,9,0,2,9,F
1718,2,2,34,37,3,2,2,2,2,2,2,3,3,4,3,2,1,2,2,2,6,5,5,2,5,5,3,5,4,4,4,2,2,1,1,1,1,1,1,4,3, , , , , , , , , , , , , , , ,5,2,4, ,12.783333333333337,4.5,0,3,3,13,1,F
1654,1,3,36,17,1,2,1,2,2,1,2,2,2,2,2,1,1,3,2,1,5,1,1,1,6,1,1,7,4,5,4,4,2,1,1,1,1,1,1,3,3, , , , , , , , , , , , , , , ,2,1,4,2,17.033333333333324,2.875,1,8,1,5,5,F
2268,2,2,32,20,1,2,2,1,1,1,1,3,3,3,4,1,2,3,3,2,5,5,2,2,5,2,2,8,2,4,4,2,2,2,1,2,-98,2,2,2,3, , , , , , , , , , , , , , , ,1,2,3,2,10.333333333333341,3.875,0,4,3,8,5,F
335,2,4,35,17,101,1,1,1,1,1,1,4,4,1,4,2,1,2,3,1,9,9,8,7,9,8,6,9,5,4,2,4,3,2,1,2,2,1,2,3,3, , , , , , , , , , , , , , , ,5,1,4,2,15.516666666666671,8.125,2,4,0,6,8,T
1899,2,2,16,96,3,1,1,1,1,1,1,3,3,3,3,2,2,2,2,2,7,7,7,5,7,7,6,7,2,4,4,1,2,2,1,2,1,2,2,2,3, , , , , , , , , , , , , , , ,1,2,4,3,25.96666666666665,6.625,0,2,4,7,7,F
299,2,2,27,1,1,2,2,1,1,1,1,3,4,4,3,2,2,4,4,3,8,8,9,4,8,6,3,9,2,4,2,1,4,2,2,2,1,2,2,2,1, , , , , , , , , , , , , , , ,1,2,1,3,10.916666666666664,6.875,2,2,2,9,5,F
844,2,4,30,6,1,2,2,2,2,2,2,4,4,4,4,2,2,2,2,2,3,3,3,3,4,2,2,5,4,4,4,2, , , , , , , , , ,2,2,3,3,2,3,3,2,2,2,2,2,2,3,3,5,2,3,1,8.083333333333332,3.125,0,4,0,16,0,F
166,2,2,32,16,4,2,2,2,2,2,2,3,1,2,2,1,1,2,3,1,5,5,2,1,7,1,3,7,2,5,4,4,3,2,1,1,1,2,1,3,3, , , , , , , , , , , , , , , ,4,1,4,1,20.299999999999997,3.875,2,5,1,9,3,F
2154,1,2,4,17,4,1,1,2,1,2,1,5,5,4,5,1,1,2,1,3,10,10,10,7,10,10,10,10,5,4,4,5,2,1,1,1,2,2,2,3,3, , , , , , , , , , , , , , , ,2,1,3,2,14.883333333333342,9.625,2,3,0,5,10,T
541,2,2,16,4,3,2,2,2,1,2,3,2,4,2,2,2,2,2,3,1,4,7,1,6,5,2,5,7,2,4,4,2,3,1,1,2,1,2,1,2,1, , , , , , , , , , , , , , , ,2,1,1,3,4.233333333333333,4.625,0,7,0,11,2,F
725,2,4,13,28,3,1,1,2,2,2,2,3,2,2,2,1,2,1,1,1,7,7,5,3,6,6,6,9,1,1,1,1, , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,5,2,3,3,9.400000000000006,6.125,0,4,1,5,10,T
101,2,2,1,11,3,3,3,1,1,3,3,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,4,4,1,4,2,1,2,-99,2,2,1,3, , , , , , , , , , , , , , , ,3,1,1,1,9.533333333333331,1.0,3,7,0,3,7,T
1422,2,2,16,1,3,3,1,1,1,2,2,2,2,1,1,1,2,2,3,1,8,8,9,1,10,2,2,9,1,1,4,4, , , , , , , , , ,2,3,2,3,4,4,4,1,1,1,3,4,3,4,4,5,1,2,1,12.399999999999993,6.125,2,6,0,5,7,F
89,2,1,11,4,1,1,1,1,1,1,1,5,4,3,2,3,3,3,3,3,7,6,2,1,7,1,1,7,4,5,4,2, , , , , , , , , ,2,2,3,4,1,2,2,3,3,3,1,3,3,3,3,1,2,2,3,11.399999999999999,4.0,1,8,1,2,8,F
1489,2,2,1,16,1,2,2,3,3,2,3,3,3,3,3,2,2,2,3,3,6,4,5,3,8,3,4,6,2,2,2,2, , , , , , , , , ,3,4,3,4,2,3,3,3,2,2,1,3,3,3,4,1,2,2,2,15.383333333333333,4.875,0,5,4,11,0,F
1302,2,2,1,1,1,1,1,1,1,1,1,5,4,4,1,1,1,1,2,1,10,10,9,1,9,7,5,10,4,4,2,2, , , , , , , , , ,2,3,3,3,2,3,3,3,2,3,3,3,3,4,3,3,2,2,1,21.683333333333334,7.625,1,2,0,6,11,T
525,2,2,13,1,1,1,1,2,2,1,1,4,3,3,5,1,1,1,1,1,8,7,5,8,9,8,7,8,1,4,1,1,2,1,1,2,1,1,1,3,1, , , , , , , , , , , , , , , ,2,2,2,1,17.066666666666663,7.5,0,1,2,4,13,T
1432,2,2,37,4,4,2,3,2,2,2,4,3,2,2,2,1,3,1,3,1,3,4,2,1,6,2,2,5,2,1,4,1, , , , , , , , , ,4,3,4,4,3,3,3,2,1,3,1,4,2,2,4,2,2,1,3,9.533333333333337,3.125,1,7,1,6,5,F
1866,2,2,11,16,4,2,2,1,1,2,1,3,2,4,2,3,3,2,4,3,5,3,6,4,6,3,3,7,4,4,2,2,2,2,1,2,2,2,2,3,1, , , , , , , , , , , , , , , ,3,1,2,1,10.099999999999993,4.625,1,7,1,8,3,F
366,2,2,17,16,4,-98,2,-98,2,2,2,2,2,2,3,1,2,2,1,1,5,6,6,5,5,5,5,6,2,4,2,1,2,1,1,2,1,2,2,3,2, , , , , , , , , , , , , , , ,3,2,2,1,27.149999999999995,5.375,0,4,3,9,4,F
280,1,2,13,1,3,2,2,1,1,2,4,4,3,4,4,2,4,2,2,2,5,5,5,3,5,2,4,5,4,4,4,4, , , , , , , , , ,3,3,3,3,2,3,3,3,3,3,2,3,3,3,4,1,2,4,3,14.199999999999998,4.25,2,4,1,11,2,F
31,1,2,13,4,101,2,2,2,2,2,2,5,3,4,2,1,1,2,4,2,6,6,5,3,5,6,2,6,5,4,4,5, , , , , , , , , ,2,2,2,3,2,3,3,2,2,2,2,3,3,3,3,1,1,4,3,17.566666666666666,4.875,3,3,1,10,3,F
1556,2,2,11,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,4,7,1,8,3,6,8,2,2,4,2,1,2,1,2,2,2,2,3,2, , , , , , , , , , , , , , , ,1,1,4,3,7.049999999999996,5.375,0,5,0,15,0,F
532,2,2,1,4,3,1,1,1,1,1,1,4,4,4,4,2,1,2,2,2,6,7,8,5,8,6,4,8,1,2,1,1, , , , , , , , , ,2,2,2,2,2,2,1,2,2,2,1,2,2,3,2,1,2,4,3,13.616666666666662,6.5,0,0,0,10,10,T
892,2,4,16,11,3,2,2,2,2,3,3,1,1,1,1,1,1,1,3,1,2,2,5,1,5,2,6,1,1,4,4,2,3,1,1,2,2,2,2,2,2, , , , , , , , , , , , , , , ,1,1,4,2,26.34999999999999,3.0,4,6,0,5,5,F
898,2,2,96,11,1,1,1,1,1,4,1,5,5,4,5,1,1,1,3,1,5,5,1,1,5,1,1,5,5,5,5,5, , , , , , , , , ,1,1,1,4,1,4,3,4,2,4,1,4,4,4,4,1,1,4,3,19.866666666666678,3.0,5,1,0,2,12,T
